PaymentNo,ResellerKey,ResellerName,CountryRegionCode,SalesOrderNumber,PaymentDate,PaymentAmount
3860,148,Lots of Bikes Storehouse,US,SO44536,1/7/2002 0:00,722.5949
3861,203,Separate Parts Corporation,US,SO44299,12/7/2001 0:00,31624.7504
3862,623,Hardware Components,US,SO44530,1/7/2002 0:00,104960.0101
3863,684,Lease-a-Bike Shop,US,SO44531,1/7/2002 0:00,22817.6077
3864,548,New Bikes Company,US,SO44532,1/7/2002 0:00,2146.962
3865,384,Sparkling Paint and Finishes,US,SO44505,1/7/2002 0:00,34978.0589
3866,584,Qualified Sales and Repair Services,US,SO44506,1/7/2002 0:00,35651.0339
3867,99,Unified Sports Company,US,SO44507,1/7/2002 0:00,39244.3122
3868,328,Totes & Baskets Company,US,SO44509,1/7/2002 0:00,43615.4161
3869,289,Moderately-Priced Bikes Store,US,SO44511,1/7/2002 0:00,10160.1565
3870,145,Raw Materials Inc,US,SO44513,1/7/2002 0:00,43520.1264
3871,650,Permanent Finish Products,US,SO44514,1/7/2002 0:00,42563.6688
3872,107,Wholesale Bikes,US,SO44515,1/7/2002 0:00,5492.1791
3873,74,Parcel Express Delivery Service,US,SO44516,1/7/2002 0:00,419.4589
3874,527,Fun Times Club,US,SO44517,1/7/2002 0:00,24901.8424
3875,278,Tread Industries,US,SO44518,1/7/2002 0:00,127099.9957
3876,22,Travel Systems,US,SO44519,1/7/2002 0:00,2146.962
3877,78,Preferred Bikes,US,SO44520,1/7/2002 0:00,57700.2263
3878,240,Wire Baskets and Parts,US,SO44521,1/7/2002 0:00,26112.205
3879,270,Active Transport Inc.,US,SO44522,1/7/2002 0:00,26149.2498
3880,73,Outdoor Sports Supply,US,SO44523,1/7/2002 0:00,74395.7428
3881,144,Only Bikes and Accessories,US,SO44524,1/7/2002 0:00,4082.088
3882,259,Highway Bike Shop,US,SO44500,1/7/2002 0:00,4710.9421
3883,198,Field Trip Inc,US,SO44503,1/7/2002 0:00,3028.7107
3884,162,Tire Company,US,SO44491,1/7/2002 0:00,3427.4236
3885,697,Brakes and Gears,US,SO44492,1/7/2002 0:00,67458.9556
3886,558,Retail Sales and Service,US,SO44494,1/7/2002 0:00,28557.875
3887,18,Catalog Store,US,SO44487,1/7/2002 0:00,41868.906
3888,164,Suburban Cycle Shop,US,SO44489,1/7/2002 0:00,10292.8604
3889,670,First Bike Store,US,SO44296,12/7/2001 0:00,32383.1098
3890,17,Trusted Catalog Store,US,SO44297,12/7/2001 0:00,10231.4699
3891,603,Retail Toy Store,US,SO44302,12/7/2001 0:00,2146.962
3892,252,Classic Cycle Store,US,SO44303,12/7/2001 0:00,5.7
3893,27,Sports Sales and Rental,US,SO44304,12/7/2001 0:00,37499.5521
3894,423,Bike Rims Company,US,SO44306,12/7/2001 0:00,18648.607
3895,549,Daring Rides,US,SO44309,12/7/2001 0:00,27612.424
3896,458,Simple Bike Parts,US,SO44310,12/7/2001 0:00,183.9382
3897,269,Curbside Universe,US,SO44311,12/7/2001 0:00,7349.9601
3898,344,Fifth Bike Store,US,SO44312,12/7/2001 0:00,2097.2945
3899,292,Grease and Oil Products Company,US,SO44315,12/7/2001 0:00,2597.0295
3900,485,Clamps & Brackets Co.,US,SO44318,12/7/2001 0:00,21091.9853
3901,315,Juvenile Sports Equipment,US,SO44319,12/7/2001 0:00,34250.3603
3902,492,Basic Sports Equipment,US,SO44481,1/7/2002 0:00,26367.395
3903,129,Discount Bicycle Specialists,US,SO44482,1/7/2002 0:00,419.4589
3904,504,Historic Bicycle Sales,US,SO44289,12/7/2001 0:00,4082.088
3905,383,Vehicle Shop,US,SO44290,12/7/2001 0:00,3846.8825
3906,578,The Bike Shop,US,SO44291,12/7/2001 0:00,4509.8996
3907,643,Friendly Bike Shop,US,SO44292,12/7/2001 0:00,3432.6101
3908,618,Seventh Bike Store,US,SO44293,12/7/2001 0:00,23983.6988
3909,397,Capable Sales and Service,US,SO44285,12/7/2001 0:00,57741.0582
3910,167,Farthermost Bike Shop,US,SO43892,10/7/2001 0:00,16544.5461
3911,453,Unique Bikes,US,SO44105,11/7/2001 0:00,6101.382
3912,647,Solid Bike Parts,US,SO44107,11/7/2001 0:00,16185.4292
3913,365,Distinctive Store,US,SO44108,11/7/2001 0:00,2169.0469
3914,579,Riders Company,US,SO44110,11/7/2001 0:00,16667.3077
3915,180,Full-Service Bike Store,US,SO44096,11/7/2001 0:00,8129.976
3916,418,Good Bike Shop,US,SO44097,11/7/2001 0:00,6035.8246
3917,567,Global Plaza,US,SO44098,11/7/2001 0:00,16374.902
3918,473,Racing Toys,US,SO44099,11/7/2001 0:00,12499.4471
3919,293,Fashionable Bikes and Accessories,US,SO44100,11/7/2001 0:00,81594.8816
3920,675,Bike Goods,US,SO44101,11/7/2001 0:00,9794.6422
3921,187,Trailblazing Sports,US,SO44113,11/7/2001 0:00,40510.3042
3922,575,Bicycle Outfitters,US,SO44114,11/7/2001 0:00,33478.9114
3923,368,Elemental Sporting Goods,US,SO44116,11/7/2001 0:00,20351.34
3924,143,Modern Bike Store,US,SO44117,11/7/2001 0:00,12907.7717
3925,222,Sample Bike Store,US,SO44118,11/7/2001 0:00,3427.4236
3926,648,Small Bike Shop,US,SO44119,11/7/2001 0:00,49096.1075
3927,75,Paint Supply,US,SO44120,11/7/2001 0:00,26967.1293
3928,169,Downtown Hotel,US,SO44121,11/7/2001 0:00,64713.9547
3929,369,Distinctive Cycles Sales & Service,US,SO44122,11/7/2001 0:00,4064.988
3930,503,Metropolitan Sales and Rental,US,SO44123,11/7/2001 0:00,874.794
3931,3,Advanced Bike Components,US,SO44124,11/7/2001 0:00,15439.0357
3932,238,A Great Bicycle Company,US,SO44125,11/7/2001 0:00,2604.0653
3933,20,Central Discount Store,US,SO44126,11/7/2001 0:00,14263.458
3934,608,Golf and Cycle Store,US,SO44127,11/7/2001 0:00,91014.7853
3935,279,Reliable Brake Systems,US,SO44128,11/7/2001 0:00,18542.1726
3936,54,Larger Cycle Shop,US,SO44129,11/7/2001 0:00,55699.8037
3937,602,Ultimate Bike Shop,US,SO44130,11/7/2001 0:00,35410.9983
3938,585,Next-Door Bike Store,US,SO44132,11/7/2001 0:00,4049.988
3939,170,Excellent Riding Supplies,US,SO44133,11/7/2001 0:00,25686.5186
3940,215,Eleventh Bike Store,US,SO44280,12/7/2001 0:00,57.6808
3941,510,World Bike Discount Store,US,SO44281,12/7/2001 0:00,419.4589
3942,624,First Cycle Store,US,SO44088,11/7/2001 0:00,419.4589
3943,114,Two Wheels Cycle Store,US,SO44089,11/7/2001 0:00,2097.2945
3944,417,Genuine Bike Shop,US,SO44090,11/7/2001 0:00,6654.7023
3945,545,Finish and Sealant Products,US,SO44091,11/7/2001 0:00,4492.7043
3946,273,A Typical Bike Shop,US,SO44092,11/7/2001 0:00,4075.0341
3947,93,Stationary Bikes and Stands,US,SO44093,11/7/2001 0:00,10680.7251
3948,272,Metro Cycle Shop,US,SO44078,11/7/2001 0:00,28045.3358
3949,57,Leading Sales & Repair,US,SO44079,11/7/2001 0:00,25706.4831
3950,439,Regional Manufacturing,US,SO44080,11/7/2001 0:00,11.4
3951,559,Some Discount Store,US,SO43894,10/7/2001 0:00,32492.604
3952,469,Vast Bike Sales and Rental,US,SO43895,10/7/2001 0:00,32459.9278
3953,312,Resale Services,US,SO43897,10/7/2001 0:00,51235.0091
3954,364,District Mall,US,SO43899,10/7/2001 0:00,11942.5965
3955,422,Consolidated Sales,US,SO43900,10/7/2001 0:00,34628.298
3956,385,Sturdy Toys,US,SO43901,10/7/2001 0:00,22717.5954
3957,63,Metro Bike Mart,US,SO43903,10/7/2001 0:00,20.1865
3958,255,Swift Cycles,US,SO43904,10/7/2001 0:00,11361.2706
3959,612,General Associates,US,SO43905,10/7/2001 0:00,9880.2666
3960,309,The Gear Store,US,SO43906,10/7/2001 0:00,32983.673
3961,342,Leather and Vinyl Manufacturing,US,SO43907,10/7/2001 0:00,14660.3024
3962,432,Super Sports Store,US,SO43908,10/7/2001 0:00,2561.5408
3963,45,Every Bike Shop,US,SO43910,10/7/2001 0:00,19411.9336
3964,433,Thorough Parts and Repair Services,US,SO43911,10/7/2001 0:00,19734.8665
3965,403,Affordable Sports Equipment,US,SO43912,10/7/2001 0:00,13078.2699
3966,40,Journey Sporting Goods,US,SO43913,10/7/2001 0:00,36724.0974
3967,287,Handy Bike Services,US,SO43915,10/7/2001 0:00,4049.988
3968,348,Bold Bike Accessories,US,SO43916,10/7/2001 0:00,39450.7884
3969,218,Sure & Reliable Sporting Goods,US,SO43917,10/7/2001 0:00,21356.1593
3970,92,Sports Commodities,US,SO44075,11/7/2001 0:00,26447.022
3971,562,Practical Bike Supply Company,US,SO44076,11/7/2001 0:00,4079.988
3972,548,New Bikes Company,US,SO43887,10/7/2001 0:00,419.4589
3973,203,Separate Parts Corporation,US,SO43678,9/6/2001 0:00,9799.9243
3974,684,Lease-a-Bike Shop,US,SO43883,10/7/2001 0:00,18320.6894
3975,623,Hardware Components,US,SO43884,10/7/2001 0:00,116248.4897
3976,492,Basic Sports Equipment,US,SO43885,10/7/2001 0:00,68.4
3977,650,Permanent Finish Products,US,SO43869,10/7/2001 0:00,49193.9864
3978,107,Wholesale Bikes,US,SO43870,10/7/2001 0:00,4316.9864
3979,527,Fun Times Club,US,SO43871,10/7/2001 0:00,9398.8972
3980,240,Wire Baskets and Parts,US,SO43872,10/7/2001 0:00,11584.459
3981,78,Preferred Bikes,US,SO43873,10/7/2001 0:00,41250.4391
3982,22,Travel Systems,US,SO43874,10/7/2001 0:00,419.4589
3983,278,Tread Industries,US,SO43875,10/7/2001 0:00,122744.1667
3984,270,Active Transport Inc.,US,SO43876,10/7/2001 0:00,7135.2649
3985,73,Outdoor Sports Supply,US,SO43877,10/7/2001 0:00,20628.5745
3986,144,Only Bikes and Accessories,US,SO43878,10/7/2001 0:00,4079.988
3987,259,Highway Bike Shop,US,SO43859,10/7/2001 0:00,3911.5991
3988,584,Qualified Sales and Repair Services,US,SO43861,10/7/2001 0:00,23401.1062
3989,99,Unified Sports Company,US,SO43862,10/7/2001 0:00,31000.7804
3990,384,Sparkling Paint and Finishes,US,SO43864,10/7/2001 0:00,38474.3572
3991,328,Totes & Baskets Company,US,SO43865,10/7/2001 0:00,13196.0548
3992,289,Moderately-Priced Bikes Store,US,SO43866,10/7/2001 0:00,4076.388
3993,145,Raw Materials Inc,US,SO43867,10/7/2001 0:00,32673.0446
3994,164,Suburban Cycle Shop,US,SO43848,10/7/2001 0:00,18269.946
3995,697,Brakes and Gears,US,SO43849,10/7/2001 0:00,20544.7015
3996,558,Retail Sales and Service,US,SO43851,10/7/2001 0:00,6783.7679
3997,670,First Bike Store,US,SO43675,9/6/2001 0:00,5716.3102
3998,17,Trusted Catalog Store,US,SO43676,9/6/2001 0:00,14203.458
3999,618,Seventh Bike Store,US,SO43673,9/6/2001 0:00,3746.2015
4000,423,Bike Rims Company,US,SO43681,9/6/2001 0:00,13787.5434
4001,549,Daring Rides,US,SO43684,9/6/2001 0:00,5596.4705
4002,458,Simple Bike Parts,US,SO43685,9/6/2001 0:00,2736.5678
4003,344,Fifth Bike Store,US,SO43686,9/6/2001 0:00,3463.2998
4004,269,Curbside Universe,US,SO43687,9/6/2001 0:00,1258.3767
4005,292,Grease and Oil Products Company,US,SO43691,9/6/2001 0:00,874.794
4006,485,Clamps & Brackets Co.,US,SO43693,9/6/2001 0:00,20541.4072
4007,315,Juvenile Sports Equipment,US,SO43694,9/6/2001 0:00,20645.634
4008,27,Sports Sales and Rental,US,SO43695,9/6/2001 0:00,39373.781
4009,603,Retail Toy Store,US,SO43696,9/6/2001 0:00,419.4589
4010,18,Catalog Store,US,SO43843,10/7/2001 0:00,32940.1556
4011,578,The Bike Shop,US,SO43669,9/6/2001 0:00,714.7043
4012,504,Historic Bicycle Sales,US,SO43670,9/6/2001 0:00,6122.082
4013,200,Basic Bike Company,US,SO43671,9/6/2001 0:00,8128.7876
4014,510,World Bike Discount Store,US,SO43663,9/6/2001 0:00,419.4589
4015,397,Capable Sales and Service,US,SO43664,9/6/2001 0:00,24432.6088
